year,state_id,lgearnwke,non_missing_obs,in_lab_force,unemp,uhourse,state,first_dif_lnwage,prev_lnwage,prev_unemp,prev_uhourse,prev_first_dif_lnwage
1999,NY,6.0932183,.64897263,.25856164,.042147808,35.118732,21,.020330906,6.0728874,.046537396,34.758923,.052957058
1979,OH,5.0577741,.52129686,.40178004,.05526036,36.376831,31,,,,,
1980,OH,5.1212015,.5604738,.35723191,.073714837,35.91991,31,.063427448,5.0577741,.05526036,36.376831,
1981,OH,5.2104449,.54502088,.36195588,.085046731,35.632385,31,.089243412,5.1212015,.073714837,35.91991,.063427448
1982,OH,5.2817249,.53855878,.33501896,.128327,35.796947,31,.071280003,5.2104449,.085046731,35.632385,.089243412
1983,OH,5.299777,.54817474,.33812088,.10669078,35.57642,31,.018052101,5.2817249,.128327,35.796947,.071280003
1984,OH,5.3720455,.59544659,.31757152,.074422583,35.964706,31,.072268486,5.299777,.10669078,35.57642,.018052101
1985,OH,5.3850064,.58174694,.31466964,.087418303,35.42926,31,.012960911,5.3720455,.074422583,35.964706,.072268486
1986,OH,5.4780707,.6388889,.28485838,.057121098,36.408356,31,.093064308,5.3850064,.087418303,35.42926,.012960911
1987,OH,5.4960408,.60168153,.30110353,.062406015,36.565937,31,.017970085,5.4780707,.057121098,36.408356,.093064308
1988,OH,5.5324183,.62909287,.27697262,.054936897,36.447098,31,.03637743,5.4960408,.062406015,36.565937,.017970085
1989,OH,5.6251884,.65907943,0,.028325746,36.819649,31,.0927701,5.5324183,.054936897,36.447098,.03637743
1990,OH,5.6596303,.67633104,0,.032156035,36.40686,31,.034441948,5.6251884,.028325746,36.819649,.0927701
1991,OH,5.7233877,.65645081,0,.029164607,36.824547,31,.06375742,5.6596303,.032156035,36.40686,.034441948
1992,OH,5.7536902,.6629498,0,.027369488,36.870029,31,.030302525,5.7233877,.029164607,36.824547,.06375742
1993,OH,5.7828169,.65261555,0,.036566786,36.562645,31,.029126644,5.7536902,.027369488,36.870029,.030302525
1994,OH,5.7945404,.66648853,.23570283,.054545455,35.416199,31,.011723518,5.7828169,.036566786,36.562645,.029126644
1995,OH,5.7823811,.66915691,.23265742,.037552156,34.295055,31,-.012159348,5.7945404,.054545455,35.416199,.011723518
1996,OH,5.8586636,.65068001,.25340015,.043144774,34.969196,31,.076282501,5.7823811,.037552156,34.295055,-.012159348
1997,OH,5.9137187,.69052631,.23298246,.034766696,34.715446,31,.055055141,5.8586636,.043144774,34.969196,.076282501
1998,OH,5.9953952,.70779222,.20490621,.036297642,35.675842,31,.081676483,5.9137187,.034766696,34.715446,.055055141
1999,OH,6.0241113,.7087447,.22849083,.018281536,34.747265,31,.028716087,5.9953952,.036297642,35.675842,.081676483
1979,OK,5.0982347,.5149864,.41144413,.018518519,36.899471,73,,,,,
1980,OK,5.1243896,.53629631,.35851851,.050808314,37.867405,73,.026154995,5.0982347,.018518519,36.899471,
1981,OK,5.2096019,.55723906,.34006733,.020408163,37.23867,73,.085212231,5.1243896,.050808314,37.867405,.026154995
1982,OK,5.2832141,.5361011,.35740072,.042134833,37.784512,73,.073612213,5.2096019,.020408163,37.23867,.085212231
1983,OK,5.3815336,.57809985,.26409018,.080962799,37.289692,73,.09831953,5.2832141,.042134833,37.784512,.073612213
1984,OK,5.4118414,.5741325,.31388012,.043678161,37.46978,73,.03030777,5.3815336,.080962799,37.289692,.09831953
1985,OK,5.4037628,.60445207,.27054796,.061032865,36.611897,73,-.0080785751,5.4118414,.043678161,37.46978,.03030777
1986,OK,5.4380274,.61359221,.26796117,.061007958,36.825951,73,.034264565,5.4037628,.061032865,36.611897,-.0080785751
1987,OK,5.541635,.60120243,.25050101,.088235296,37.396667,73,.10360765,5.4380274,.061007958,36.825951,.034264565
1988,OK,5.4769559,.58778626,.29580152,.065040648,37.17857,73,-.064679146,5.541635,.088235296,37.396667,.10360765
1989,OK,5.5571022,.61732852,0,.041516244,37.485378,73,.080146313,5.4769559,.065040648,37.17857,-.064679146
1990,OK,5.6045933,.60612243,0,.028571429,37.346802,73,.047491074,5.5571022,.041516244,37.485378,.080146313
1991,OK,5.6826191,.61857706,0,.047430828,37.910542,73,.078025818,5.6045933,.028571429,37.346802,.047491074
1992,OK,5.7110105,.6388889,0,.048148148,37.823189,73,.028391361,5.6826191,.047430828,37.910542,.078025818
1993,OK,5.7310433,.59353739,0,.042517006,37.690544,73,.020032883,5.7110105,.048148148,37.823189,.028391361
1994,OK,5.7140303,.61380595,.27052239,.051150896,35.659573,73,-.017013073,5.7310433,.042517006,37.690544,.020032883
1995,OK,5.6972756,.64195299,.25497288,.031553399,35.087322,73,-.016754627,5.7140303,.051150896,35.659573,-.017013073
1996,OK,5.7599058,.61480075,.27703986,.028871391,34.166668,73,.062630177,5.6972756,.031553399,35.087322,-.016754627
1997,OK,5.779078,.65499127,.234676,.048054919,34.868984,73,.019172192,5.7599058,.028871391,34.166668,.062630177
1998,OK,5.8916359,.66788989,.23669724,.036057692,35.368134,73,.11255789,5.779078,.048054919,34.868984,.019172192
1999,OK,5.8807621,.65789473,.25,.032581452,34.554287,73,-.010873795,5.8916359,.036057692,35.368134,.11255789
1979,OR,5.1164131,.50873363,.35589519,.064406782,36.244637,92,,,,,
1980,OR,5.1462779,.53333336,.32666665,.08118812,35.032501,92,.029864788,5.1164131,.064406782,36.244637,
1981,OR,5.1634517,.53499222,.31415242,.099773243,34.389534,92,.017173767,5.1462779,.08118812,35.032501,.029864788
1982,OR,5.3058991,.51245552,.34163702,.10540541,35.15625,92,.14244747,5.1634517,.099773243,34.389534,.017173767
1983,OR,5.2744908,.51718211,.29209623,.09223301,35.375416,92,-.03140831,5.3058991,.10540541,35.15625,.14244747
1984,OR,5.3463449,.52951699,.28801432,.082914576,35.834461,92,.071854115,5.2744908,.09223301,35.375416,-.03140831
1985,OR,5.4425511,.58291459,.26130652,.074829929,35.5,92,.096206188,5.3463449,.082914576,35.834461,.071854115
1986,OR,5.4904919,.5804348,.27391306,.098802395,36.183521,92,.047940731,5.4425511,.074829929,35.5,.096206188
1987,OR,5.4371872,.62060893,.26932085,.041666668,35.792454,92,-.053304672,5.4904919,.098802395,36.183521,.047940731
1988,OR,5.6132789,.62937063,.23310024,.057750762,37.118519,92,.17609167,5.4371872,.041666668,35.792454,-.053304672
1989,OR,5.6882014,.61324787,0,.034188036,37.707317,92,.074922562,5.6132789,.057750762,37.118519,.17609167
1990,OR,5.6386666,.6300813,0,.038617887,35.651611,92,-.049534798,5.6882014,.034188036,37.707317,.074922562
1991,OR,5.8266211,.63440859,0,.040860213,36.742374,92,.18795443,5.6386666,.038617887,35.651611,-.049534798
1992,OR,5.7829723,.63983905,0,.048289739,36.336479,92,-.04364872,5.8266211,.040860213,36.742374,.18795443
1993,OR,5.7705655,.64818764,0,.055437099,35.973682,92,-.012406826,5.7829723,.048289739,36.336479,-.04364872
1994,OR,5.8565049,.61173815,.20090294,.050847456,34.247234,92,.085939407,5.7705655,.055437099,35.973682,-.012406826
1995,OR,5.8722811,.65367967,.22943723,.025280898,35.559601,92,.015776157,5.8565049,.050847456,34.247234,.085939407
1996,OR,5.8055811,.66587681,.20616114,.047761194,34.234875,92,-.066699982,5.8722811,.025280898,35.559601,.015776157
1997,OR,5.8881149,.64625853,.22675736,.029325513,35.098244,92,.082533836,5.8055811,.047761194,34.234875,-.066699982
1998,OR,5.9081874,.6257928,.24735729,.036516853,33.425674,92,.02007246,5.8881149,.029325513,35.098244,.082533836
1999,OR,6.0030727,.62242562,.24713959,.057750762,35.16544,92,.094885349,5.9081874,.036516853,33.425674,.02007246
1979,PA,5.0599914,.49058756,.4358243,.050556116,35.608139,23,,,,,
1980,PA,5.0633054,.52986401,.39266706,.065238558,34.651787,23,.0033140182,5.0599914,.050556116,35.608139,
1981,PA,5.1531615,.53486961,.37962401,.070381232,34.751701,23,.089856148,5.0633054,.065238558,34.651787,.0033140182
1982,PA,5.246244,.5586943,.35153797,.075508229,35.208988,23,.093082428,5.1531615,.070381232,34.751701,.089856148
1983,PA,5.2767258,.51657623,.37733576,.10551791,34.855309,23,.030481815,5.246244,.075508229,35.208988,.093082428
1984,PA,5.306644,.56354916,.33932853,.078947365,34.597874,23,.029918194,5.2767258,.10551791,34.855309,.030481815
1985,PA,5.3764176,.58234298,.32767403,.070707068,34.765793,23,.069773674,5.306644,.078947365,34.597874,.029918194
1986,PA,5.4044333,.60527825,.30522087,.05202312,35.091942,23,.028015614,5.3764176,.070707068,34.765793,.069773674
1987,PA,5.4592571,.62694299,.28324696,.048192769,35.723598,23,.054823875,5.4044333,.05202312,35.091942,.028015614
1988,PA,5.5162978,.62165177,.296875,.043650795,35.482944,23,.057040691,5.4592571,.048192769,35.723598,.054823875
1989,PA,5.6010637,.64566058,0,.025428414,36.021404,23,.084765911,5.5162978,.043650795,35.482944,.057040691
1990,PA,5.6894541,.66167021,0,.026766594,35.950645,23,.08839035,5.6010637,.025428414,36.021404,.084765911
1991,PA,5.7449098,.65602469,0,.039649844,36.119308,23,.055455685,5.6894541,.026766594,35.950645,.08839035
1992,PA,5.740581,.65287119,0,.050698396,35.874008,23,-.0043287277,5.7449098,.039649844,36.119308,.055455685
1993,PA,5.8130441,.66920149,0,.041825093,36.496754,23,.072463036,5.740581,.050698396,35.874008,-.0043287277
1994,PA,5.817698,.64214599,.26438054,.04586466,34.469421,23,.0046539307,5.8130441,.041825093,36.496754,.072463036
1995,PA,5.846406,.6459356,.26022914,.047935102,33.723816,23,.028707981,5.817698,.04586466,34.469421,.0046539307
1996,PA,5.9195132,.68655777,.23680905,.0345679,34.215004,23,.073107243,5.846406,.047935102,33.723816,.028707981
1997,PA,5.9244189,.68417639,.22892347,.029436501,33.944077,23,.0049057007,5.9195132,.0345679,34.215004,.073107243
1998,PA,5.9928284,.67766988,.23754045,.039898131,34.486153,23,.068409443,5.9244189,.029436501,33.944077,.0049057007
1999,PA,6.0123434,.71786195,.21447903,.029285099,34.381714,23,.019515038,5.9928284,.039898131,34.486153,.068409443
1979,RI,4.970098,.6388889,.31349206,.028901733,34.397514,15,,,,,
1980,RI,5.0610671,.62424242,.28282827,.084507041,34.789642,15,.090969086,4.970098,.028901733,34.397514,
1981,RI,5.1174493,.57847536,.32286996,.05629139,35.422482,15,.056382179,5.0610671,.084507041,34.789642,.090969086
1982,RI,5.1648183,.646438,.25329816,.074204944,34.146938,15,.047369003,5.1174493,.05629139,35.422482,.056382179
1983,RI,5.2768927,.60958904,.29452056,.077669904,34.752808,15,.11207438,5.1648183,.074204944,34.146938,.047369003
1984,RI,5.339581,.70105821,.23280424,.048275862,35.033962,15,.062688351,5.2768927,.077669904,34.752808,.11207438
1985,RI,5.3283081,.69849247,.20854272,.03809524,34.866905,15,-.011272907,5.339581,.048275862,35.033962,.062688351
1986,RI,5.5431247,.6875,.25260416,.024390243,35.795456,15,.21481657,5.3283081,.03809524,34.866905,-.011272907
1987,RI,5.5202756,.72950822,.19945355,.030716723,35.599251,15,-.022849083,5.5431247,.024390243,35.795456,.21481657
1988,RI,5.5868134,.71774191,.21774194,.01718213,35.348316,15,.066537857,5.5202756,.030716723,35.599251,-.022849083
1989,RI,5.6845818,.67875648,0,.020725388,35.408398,15,.097768307,5.5868134,.01718213,35.348316,.066537857
1990,RI,5.7336807,.67654324,0,.022222223,35.784672,15,.049098969,5.6845818,.020725388,35.408398,.097768307
1991,RI,5.7605391,.67597765,0,.025139665,35.326447,15,.02685833,5.7336807,.022222223,35.784672,.049098969
1992,RI,5.8063354,.67892158,0,.024509804,35.33213,15,.045796394,5.7605391,.025139665,35.326447,.02685833
1993,RI,5.7957973,.65903306,0,.048346058,35.092663,15,-.010538101,5.8063354,.024509804,35.33213,.045796394
1994,RI,5.9273133,.68911916,.20466322,.068403907,33.454887,15,.13151598,5.7957973,.048346058,35.092663,-.010538101
1995,RI,5.955698,.64912283,.21052632,.06666667,32.986488,15,.028384686,5.9273133,.068403907,33.454887,.13151598
1996,RI,5.8797669,.72122765,.19948849,.047923323,32.234043,15,-.075931072,5.955698,.06666667,32.986488,.028384686
1997,RI,5.9635658,.75824177,.15659341,.039087947,33.460144,15,.083798885,5.8797669,.047923323,32.234043,-.075931072
1998,RI,5.9847298,.74025977,.16623376,.024922118,32.659649,15,.02116394,5.9635658,.039087947,33.460144,.083798885
1999,RI,5.992002,.72703409,.18897638,.038834952,32.371841,15,.0072722435,5.9847298,.024922118,32.659649,.02116394
1979,SC,4.9718966,.61520189,.32779098,.042402826,36.586872,57,,,,,
1980,SC,5.0930781,.55536026,.36379614,.058011051,37.550632,57,.12118149,4.9718966,.042402826,36.586872,
1981,SC,5.1389179,.6036697,.32293579,.056910571,37.653496,57,.045839787,5.0930781,.058011051,37.550632,.12118149
1982,SC,5.155726,.59274191,.28830644,.11898017,36.384354,57,.016808033,5.1389179,.056910571,37.653496,.045839787
1983,SC,5.1828628,.58018017,.30810812,.10416666,36.835403,57,.027136803,5.155726,.11898017,36.384354,.016808033
1984,SC,5.2762656,.60303688,.34056398,.055921052,37.679855,57,.093402863,5.1828628,.10416666,36.835403,.027136803
1985,SC,5.347723,.66725045,.23642732,.066513762,37.225723,57,.071457386,5.2762656,.055921052,37.679855,.093402863
1986,SC,5.3656721,.63957596,.27031803,.062953994,37.602211,57,.017949104,5.347723,.066513762,37.225723,.071457386
1987,SC,5.4381547,.66339868,.251634,.041484717,37.401478,57,.072482586,5.3656721,.062953994,37.602211,.017949104
1988,SC,5.485219,.67034698,.25552049,.031779662,38.176472,57,.047064304,5.4381547,.041484717,37.401478,.072482586
1989,SC,5.5572639,.66031748,0,.025396826,38.27404,57,.072044849,5.485219,.031779662,38.176472,.047064304
1990,SC,5.6265011,.70807451,0,.04037267,37.813595,57,.069237232,5.5572639,.025396826,38.27404,.072044849
1991,SC,5.6861315,.70431894,0,.044850498,38.066036,57,.059630394,5.6265011,.04037267,37.813595,.069237232
1992,SC,5.7058253,.65438598,0,.045614034,37.361931,57,.019693851,5.6861315,.044850498,38.066036,.059630394
1993,SC,5.7294135,.67785233,0,.031879194,38.33416,57,.023588181,5.7058253,.045614034,37.361931,.019693851
1994,SC,5.7933388,.66734695,.24693878,.043360434,36.798164,57,.063925266,5.7294135,.031879194,38.33416,.023588181
1995,SC,5.766408,.64285713,.24630542,.068627454,35.042145,57,-.026930809,5.7933388,.043360434,36.798164,.063925266
1996,SC,5.8626256,.73182958,.18796992,.046296295,37.30822,57,.096217632,5.766408,.068627454,35.042145,-.026930809
1997,SC,5.94906,.69358176,.20496894,.0546875,38.155224,57,.086434364,5.8626256,.046296295,37.30822,.096217632
1998,SC,5.8717809,.71323532,.2254902,.022151899,36.34708,57,-.077279091,5.94906,.0546875,38.155224,.086434364
1999,SC,6.0483904,.72365338,.20374708,.041176472,38.375404,57,.17660952,5.8717809,.022151899,36.34708,-.077279091
1979,SD,4.7976265,.52278179,.32853717,.039285716,34.784405,45,,,,,
1980,SD,4.9558825,.56172842,.31944445,.049886622,35.04121,45,.15825605,4.7976265,.039285716,34.784405,
1981,SD,5.0636497,.54738563,.29575163,.041763343,35.032837,45,.10776711,4.9558825,.049886622,35.04121,.15825605
1982,SD,5.0282774,.52396166,.30990416,.0625,34.170731,45,-.035372257,5.0636497,.041763343,35.032837,.10776711
1983,SD,5.1538095,.53594774,.30718955,.042452831,34.609756,45,.12553215,5.0282774,.0625,34.170731,-.035372257
1984,SD,5.1837015,.57996488,.25834799,.049763035,34.436363,45,.029891968,5.1538095,.042452831,34.609756,.12553215
1985,SD,5.2205172,.59285712,.2375,.06088993,35.581326,45,.036815643,5.1837015,.049763035,34.436363,.029891968
1986,SD,5.2788997,.63993174,.21331058,.043383949,35.226665,45,.058382511,5.2205172,.06088993,35.581326,.036815643
1987,SD,5.2552233,.62190813,.19964664,.030905077,35.52557,45,-.023676395,5.2788997,.043383949,35.226665,.058382511
1988,SD,5.3747931,.63067293,.21126761,.03373016,36.4268,45,.11956978,5.2552233,.030905077,35.52557,-.023676395
1989,SD,5.3729262,.66544116,0,.038602941,36.243095,45,-.0018668175,5.3747931,.03373016,36.4268,.11956978
1990,SD,5.44911,.68874174,0,.043046359,36.68029,45,.076183796,5.3729262,.038602941,36.243095,-.0018668175
1991,SD,5.5949335,.71119136,0,.041516244,37.324875,45,.14582348,5.44911,.043046359,36.68029,.076183796
1992,SD,5.6140175,.69243985,0,.027491409,37.07196,45,.019083977,5.5949335,.041516244,37.324875,.14582348
1993,SD,5.589273,.68315303,0,.02782071,36.260181,45,-.024744511,5.6140175,.027491409,37.07196,.019083977
1994,SD,5.6503954,.69354838,.14336918,.043933053,34.57106,45,.061122417,5.589273,.02782071,36.260181,-.024744511
1995,SD,5.7548995,.7061311,.1627907,.02020202,36.368263,45,.10450411,5.6503954,.043933053,34.57106,.061122417
1996,SD,5.7344203,.72577322,.14020619,.028776979,35.136364,45,-.020479202,5.7548995,.02020202,36.368263,.10450411
1997,SD,5.7829666,.71902657,.1460177,.015544041,36.252308,45,.048546314,5.7344203,.028776979,35.136364,-.020479202
1998,SD,5.8587871,.72134829,.16179775,.021447722,34.707165,45,.075820446,5.7829666,.015544041,36.252308,.048546314
1999,SD,5.9081879,.72967482,.14634146,.01904762,35.05571,45,.049400806,5.8587871,.021447722,34.707165,.075820446
1979,TN,4.9950857,.53484851,.37424242,.058111381,37.631729,62,,,,,
1980,TN,5.1221752,.55813956,.36046511,.07272727,38.029762,62,.1270895,4.9950857,.058111381,37.631729,
1981,TN,5.1828041,.5648604,.33333334,.071428575,37.700581,62,.060628891,5.1221752,.07272727,38.029762,.1270895
1982,TN,5.1353126,.5606299,.33543307,.073459715,35.623596,62,-.04749155,5.1828041,.071428575,37.700581,.060628891
1983,TN,5.2995172,.53781515,.36134455,.094736844,37.746876,62,.1642046,5.1353126,.073459715,35.623596,-.04749155
1984,TN,5.3466072,.60954064,.28798586,.0719603,37.994202,62,.047090054,5.2995172,.094736844,37.746876,.1642046
1985,TN,5.3399754,.6129666,.30255404,.064788729,37.669872,62,-.0066318512,5.3466072,.0719603,37.994202,.047090054
1986,TN,5.426713,.6131528,.29206964,.079234973,38.113564,62,.086737633,5.3399754,.064788729,37.669872,-.0066318512
1987,TN,5.4570079,.62450594,.28853756,.058333334,38.721519,62,.030294895,5.426713,.079234973,38.113564,.086737633
1988,TN,5.4790082,.67723882,.24626866,.032178219,38.719009,62,.022000313,5.4570079,.058333334,38.721519,.030294895
1989,TN,5.5487237,.64899451,0,.036563072,38.070423,62,.0697155,5.4790082,.032178219,38.719009,.022000313
1990,TN,5.6065369,.65517241,0,.013409962,38.184212,62,.057813168,5.5487237,.036563072,38.070423,.0697155
1991,TN,5.6171079,.63999999,0,.03809524,38.113094,62,.010571003,5.6065369,.013409962,38.184212,.057813168
1992,TN,5.720459,.66440678,0,.044067796,38.497448,62,.10335112,5.6171079,.03809524,38.113094,.010571003
1993,TN,5.7591834,.63008851,0,.03539823,38.019665,62,.038724422,5.720459,.044067796,38.497448,.10335112
1994,TN,5.7895775,.67362428,.23149905,.041975308,36.763382,62,.030394077,5.7591834,.03539823,38.019665,.038724422
1995,TN,5.6911788,.72335601,.19727892,.028248588,34.025078,62,-.098398685,5.7895775,.041975308,36.763382,.030394077
1996,TN,5.8791823,.69186044,.20155039,.046116505,35.341736,62,.18800354,5.6911788,.028248588,34.025078,-.098398685
1997,TN,5.899826,.66942149,.22933884,.045576409,36.395061,62,.020643711,5.8791823,.046116505,35.341736,.18800354
1998,TN,5.9730487,.68233085,.231203,.03178484,36.473827,62,.073222637,5.899826,.045576409,36.395061,.020643711
1999,TN,5.9324474,.63636363,.27272728,.037234042,35.258358,62,-.040601254,5.9730487,.03178484,36.473827,.073222637
1979,TX,5.055326,.54129958,.36894274,.042757418,37.309258,74,,,,,
1980,TX,5.171032,.55724818,.34103194,.053691275,37.687832,74,.11570597,5.055326,.042757418,37.309258,
1981,TX,5.2643852,.56889766,.33218503,.050847456,37.956749,74,.093353271,5.171032,.053691275,37.687832,.11570597
1982,TX,5.3398128,.57072204,.32888231,.056005895,37.848354,74,.075427532,5.2643852,.050847456,37.956749,.093353271
1983,TX,5.3931522,.57330638,.31041455,.064516127,37.576721,74,.053339481,5.3398128,.056005895,37.848354,.075427532
1984,TX,5.4963255,.59220392,.29385307,.051663127,38.70042,74,.10317326,5.3931522,.064516127,37.576721,.053339481
1985,TX,5.499979,.59656221,.2967644,.063263841,38.024578,74,.0036535263,5.4963255,.051663127,38.70042,.10317326
1986,TX,5.5903149,.6029765,.293807,.078857921,38.508759,74,.090335846,5.499979,.063263841,38.024578,.0036535263
1987,TX,5.5572801,.62182361,.26357749,.070365362,38.037659,74,-.033034801,5.5903149,.078857921,38.508759,.090335846
1988,TX,5.6091185,.64171898,.25108644,.065764025,38.145973,74,.051838398,5.5572801,.070365362,38.037659,-.033034801
1989,TX,5.6487536,.63926727,0,.039455142,38.537838,74,.039635181,5.6091185,.065764025,38.145973,.051838398
1990,TX,5.6761012,.63022816,0,.035171103,38.408749,74,.027347565,5.6487536,.039455142,38.537838,.039635181
1991,TX,5.7341642,.64885116,0,.032967035,38.237106,74,.05806303,5.6761012,.035171103,38.408749,.027347565
1992,TX,5.7936811,.64749998,0,.034000002,38.916603,74,.059516907,5.7341642,.032967035,38.237106,.05806303
1993,TX,5.8038716,.6439817,0,.035043169,38.90773,74,.010190487,5.7936811,.034000002,38.916603,.059516907
1994,TX,5.7807708,.64099842,.25066385,.060949679,37.204639,74,-.023100853,5.8038716,.035043169,38.90773,.010190487
1995,TX,5.8362989,.63410687,.26659471,.048565123,37.84766,74,.055528164,5.7807708,.060949679,37.204639,-.023100853
1996,TX,5.8663292,.64854681,.25134555,.043134436,36.824066,74,.030030251,5.8362989,.048565123,37.84766,.055528164
1997,TX,5.9316368,.65794981,.24320084,.0414651,36.879173,74,.065307617,5.8663292,.043134436,36.824066,.030030251
1998,TX,5.9863701,.64989179,.25865802,.041605838,36.975853,74,.054733276,5.9316368,.0414651,36.879173,.065307617
1999,TX,6.014329,.66407061,.24299066,.037037037,37.268959,74,.02795887,5.9863701,.041605838,36.975853,.054733276
1979,UT,4.9559951,.49411765,.39803922,.039087947,34.047619,87,,,,,
1980,UT,5.075171,.49449205,.40881273,.047619049,34.09901,87,.11917591,4.9559951,.039087947,34.047619,
1981,UT,5.1607947,.47384155,.41554558,.051150896,35.738171,87,.085623741,5.075171,.047619049,34.09901,.11917591
1982,UT,5.1650805,.49834985,.38943896,.054054055,33.453644,87,.0042858124,5.1607947,.051150896,35.738171,.085623741
1983,UT,5.1856332,.5,.36842105,.09375,34.269737,87,.020552635,5.1650805,.054054055,33.453644,.0042858124
1984,UT,5.2355442,.53816795,.34732825,.061403509,33.400711,87,.049911022,5.1856332,.09375,34.269737,.020552635
1985,UT,5.2880816,.56057006,.33254156,.035587188,33.830509,87,.052537441,5.2355442,.061403509,33.400711,.049911022
1986,UT,5.3836417,.55164838,.30989012,.070063695,35.095619,87,.095560074,5.2880816,.035587188,33.830509,.052537441
1987,UT,5.4378347,.5696466,.30769232,.030030031,34.916058,87,.05419302,5.3836417,.070063695,35.095619,.095560074
1988,UT,5.4675164,.5784114,.29327902,.046109509,35.25,87,.029681683,5.4378347,.030030031,34.916058,.05419302
1989,UT,5.532516,.57792211,0,.032467533,35.58427,87,.06499958,5.4675164,.046109509,35.25,.029681683
1990,UT,5.6258926,.59110171,0,.031779662,35.985664,87,.093376637,5.532516,.032467533,35.58427,.06499958
1991,UT,5.6766486,.58709675,0,.015053763,36.758244,87,.050755978,5.6258926,.031779662,35.985664,.093376637
1992,UT,5.6298904,.63834423,0,.039215688,34.846416,87,-.046758175,5.6766486,.015053763,36.758244,.050755978
1993,UT,5.6841559,.65631467,0,.024844721,34.741325,87,.054265499,5.6298904,.039215688,34.846416,-.046758175
1994,UT,5.7360401,.62583518,.22494432,.022988506,34.804272,87,.051884174,5.6841559,.024844721,34.741325,.054265499
1995,UT,5.7476149,.64655173,.23275863,.042134833,34.73,87,.011574745,5.7360401,.022988506,34.804272,.051884174
1996,UT,5.810648,.66877639,.24261603,.044568244,34.369083,87,.063033104,5.7476149,.042134833,34.73,.011574745
1997,UT,5.8381252,.65758753,.23735408,.025510205,34.949703,87,.027477264,5.810648,.044568244,34.369083,.063033104
1998,UT,5.8588991,.65336132,.2394958,.035911601,33.553055,87,.020773888,5.8381252,.025510205,34.949703,.027477264
1999,UT,5.8656826,.64774948,.24070451,.033505153,33.196373,87,.0067834854,5.8588991,.035911601,33.553055,.020773888
1979,VA,5.1224031,.59473026,.33751568,.041666668,37.41983,54,,,,,
1980,VA,5.209475,.60490799,.31165645,.053475935,37.811359,54,.087071896,5.1224031,.041666668,37.41983,
1981,VA,5.2588444,.6111111,.29550827,.065436244,36.715668,54,.049369335,5.209475,.053475935,37.811359,.087071896
1982,VA,5.346333,.62014562,.27669904,.077181205,36.665363,54,.087488651,5.2588444,.065436244,36.715668,.049369335
1983,VA,5.3775144,.63340807,.26681614,.059633028,36.814159,54,.031181335,5.346333,.077181205,36.665363,.087488651
1984,VA,5.4721274,.62910128,.24821684,.055028465,37.573696,54,.094613075,5.3775144,.059633028,36.814159,.031181335
1985,VA,5.5560579,.63866878,.25356576,.063694268,37.831264,54,.083930492,5.4721274,.055028465,37.573696,.094613075
1986,VA,5.5595303,.64777946,.26952526,.046121594,37.397163,54,.0034723282,5.5560579,.063694268,37.831264,.083930492
1987,VA,5.6049151,.69884723,.22334294,.031539887,37.542267,54,.045384884,5.5595303,.046121594,37.397163,.0034723282
1988,VA,5.5929589,.69943023,.22079772,.047531992,36.979633,54,-.011956215,5.6049151,.031539887,37.542267,.045384884
1989,VA,5.6765494,.66293705,0,.030769231,37.755276,54,.083590508,5.5929589,.047531992,36.979633,-.011956215
1990,VA,5.739819,.72022158,0,.031855956,38.244232,54,.063269615,5.6765494,.030769231,37.755276,.083590508
1991,VA,5.7918715,.6883117,0,.05050505,37.563942,54,.052052498,5.739819,.031855956,38.244232,.063269615
1992,VA,5.8355556,.69448817,0,.033070866,37.693878,54,.043684006,5.7918715,.05050505,37.563942,.052052498
1993,VA,5.8895273,.72611463,0,.039808918,37.866226,54,.053971767,5.8355556,.033070866,37.693878,.043684006
1994,VA,5.9106507,.68543959,.21016483,.045217391,36.100201,54,.021123409,5.8895273,.039808918,37.866226,.053971767
1995,VA,5.9870849,.73591548,.1778169,.038543899,36.887558,54,.076434135,5.9106507,.045217391,36.100201,.021123409
1996,VA,5.9308534,.70172411,.21724138,.052863438,35.832924,54,-.056231499,5.9870849,.038543899,36.887558,.076434135
1997,VA,6.0517821,.68374556,.21378092,.038202249,37.604652,54,.12092876,5.9308534,.052863438,35.832924,-.056231499
1998,VA,6.0611558,.68678629,.23164764,.031847134,36.453682,54,.0093736649,6.0517821,.038202249,37.604652,.12092876
1999,VA,6.0408797,.69312167,.23809524,.020833334,35.905853,54,-.02027607,6.0611558,.031847134,36.453682,.0093736649
1979,VT,4.8422441,.55031449,.32075471,.041666668,34.599998,13,,,,,
1980,VT,4.8983545,.56124312,.27787933,.070886075,34.328991,13,.056110382,4.8422441,.041666668,34.599998,
1981,VT,4.9913273,.57787812,.27765238,.056249999,33.019531,13,.092972755,4.8983545,.070886075,34.328991,.056110382
1982,VT,5.0772848,.56969696,.28080809,.056179777,33.602837,13,.085957527,4.9913273,.056249999,33.019531,.092972755
1983,VT,5.2444401,.54791152,.26535627,.086956523,36.044842,13,.16715527,5.0772848,.056179777,33.602837,.085957527
1984,VT,5.2535033,.67910451,.20149253,.052959502,34.380951,13,.0090632439,5.2444401,.086956523,36.044842,.16715527
1985,VT,5.3361492,.66756034,.230563,.034843206,34.582329,13,.082645893,5.2535033,.052959502,34.380951,.0090632439
